Mod:Item:MetaData, Localized Name
WitchingGadgets:WG_MetalDevice:0, Essentia Pump
WitchingGadgets:WG_MetalDevice:1, Arcane Terrestrial Reformer
WitchingGadgets:WG_MetalDevice:2, Terrestrial Focus: Plains
WitchingGadgets:WG_MetalDevice:3, Terrestrial Focus: Cold Taiga
WitchingGadgets:WG_MetalDevice:4, Terrestrial Focus: Desert
WitchingGadgets:WG_MetalDevice:5, Terrestrial Focus: Jungle
WitchingGadgets:WG_MetalDevice:6, Terrestrial Focus: Hell
WitchingGadgets:WG_MetalDevice:7, Void metal Block
WitchingGadgets:WG_MetalDevice:8, Terrestrial Focus: Tainted Lands
WitchingGadgets:WG_MetalDevice:9, Terrestrial Focus: Mushroom Island
WitchingGadgets:WG_RoseVine, Rose Vines
WitchingGadgets:WG_CustomAir, Glimmer of Light
ForgeRelocation:relocation.blockmovingrow:0, tile.relocation.blockmovingrow|0.name
MCFrames:mcframes.motor:0, Debug Frame Motor
MCFrames:mcframes.frame, Frame
arsmagica2:essenceRefiner, Essence Refiner
arsmagica2:mageTorch, Mage Light
arsmagica2:essenceConduit, Etherium Conduit
arsmagica2:obelisk, Obelisk
arsmagica2:calefactor, Calefactor
arsmagica2:keystoneReceptacle, Keystone Receptacle
arsmagica2:astralBarrier, Astral Barrier
arsmagica2:blackAurem, Black Aurem
arsmagica2:celestialPrism, Celestial Prism
arsmagica2:seerStone, Seer Stone
arsmagica2:vinteumOre:0, Vinteum Ore
arsmagica2:vinteumOre:1, Chimerite Ore
arsmagica2:vinteumOre:2, Blue Topaz Ore
arsmagica2:vinteumOre:3, Moonstone Ore
arsmagica2:vinteumOre:4, Sunstone Ore
arsmagica2:vinteumOre:5, Moonstone Block
arsmagica2:vinteumOre:6, Vinteum Block
arsmagica2:vinteumOre:7, Blue Topaz Block
arsmagica2:vinteumOre:8, Sunstone Block
arsmagica2:vinteumOre:9, Chimerite Block
arsmagica2:blueOrchid, Cerublossom
arsmagica2:desertNova, Desert Nova
arsmagica2:keystoneChest, Keystone Chest
arsmagica2:blockLectern, Lectern
arsmagica2:manaBattery, Mana Battery
arsmagica2:blockArcaneReconstructor, Arcane Reconstructor
arsmagica2:magicWall, Magic Wall
arsmagica2:occulus, Occulus
arsmagica2:CraftingAltar, Crafting Altar
arsmagica2:SpellRune, Spell Rune
arsmagica2:VinteumTorch, Vinteum Torch
arsmagica2:ParticleEmitter, Particle Emitter
arsmagica2:InscriptionTable, Inscription Table
arsmagica2:invisibleUtility, tile.arsmagica2:invisibleUtility.name
arsmagica2:Aum, Aum
arsmagica2:TarmaRoot, Tarma Root
arsmagica2:WitchwoodLog, Witchwood Log
arsmagica2:WitchwoodLeaves, Witchwood Leaves
arsmagica2:Summoner, Summoner
arsmagica2:liquidEssence, Liquid Etherium
arsmagica2:redstoneInlay, Redstone Inlay
arsmagica2:ironInlay, Iron Inlay
arsmagica2:goldInlay, Gold Inlay
arsmagica2:planksWitchwood, Witchwood Planks
arsmagica2:stairsWitchwood, Witchwood Stairs
arsmagica2:saplingWitchwood, Witchwood Sapling
arsmagica2:magiciansWorkbench, Magician's Workbench
arsmagica2:everstone, Everstone
arsmagica2:keystoneDoor, Keystone Door
arsmagica2:keystoneTrapDoor, Keystone Trapdoor
arsmagica2:slipstreamGenerator, Slipstream Generator
arsmagica2:elementalAttuner, Flicker Habitat
arsmagica2:wizardChalk, Wizard's Chalk Rune
arsmagica2:inertSpawner, Inert Spawner
arsmagica2:candle, Placed Warding Candle
arsmagica2:brokenLinkBlock, Broken Power Link
arsmagica2:armorInfuser, Armor Imbuement Table
arsmagica2:flickerLure, Flicker Lure
arsmagica2:arcaneDeconstructor, Arcane Deconstructor
arsmagica2:wakebloom, Wakebloom
arsmagica2:otherworldAura, Otherworld Aura
arsmagica2:spellSealedDoor, Spell-Sealed Door
arsmagica2:witchwoodSingleSlab:0, Witchwood Slab
arsmagica2:witchwoodDoubleSlab:0, Witchwood Slab
arsmagica2:illusionBlock:0, Illusion Block
arsmagica2:illusionBlock:1, Ethereal Illusion Block
arsmagica2:crystalMarker:0, Import Crystal
arsmagica2:crystalMarker:1, Export Crystal
arsmagica2:crystalMarker:2, Mimic Export Crystal
arsmagica2:crystalMarker:3, Set Export Crystal
arsmagica2:crystalMarker:4, Regulate Export Crystal
arsmagica2:crystalMarker:5, Regulate Bidirectional Crystal
arsmagica2:crystalMarker:6, Set Import Crystal
arsmagica2:crystalMarker:7, Final Export Crystal
arsmagica2:crystalMarker:8, Spell Export Crystal
Aroma1997Core:wrench, Aromic Hammer
arsmagica2:spellBase, item.arsmagica2:spell_base.name
arsmagica2:itemOre:0, Vinteum Dust
arsmagica2:itemOre:1, Arcane Compound
arsmagica2:itemOre:2, Arcane Ash
arsmagica2:itemOre:3, Purified Vinteum Dust
arsmagica2:itemOre:4, Chimerite
arsmagica2:itemOre:5, Blue Topaz
arsmagica2:itemOre:6, Sunstone
arsmagica2:itemOre:7, Moonstone
arsmagica2:itemOre:8, Pig Fat
arsmagica2:essence:0, Arcane Essence
arsmagica2:essence:1, Earth Essence
arsmagica2:essence:2, Air Essence
arsmagica2:essence:3, Fire Essence
arsmagica2:essence:4, Water Essence
arsmagica2:essence:5, Nature Essence
arsmagica2:essence:6, Ice Essence
arsmagica2:essence:7, Lightning Essence
arsmagica2:essence:8, Life Essence
arsmagica2:essence:9, Ender Essence
arsmagica2:essence:10, Pure Essence
arsmagica2:essence:11, High Essence Core
arsmagica2:essence:12, Base Essence Core
arsmagica2:essenceBag, Essence Bag
arsmagica2:spellParchment, Spell Parchment
arsmagica2:spellBook, item.arsmagica2:spell_book.name
arsmagica2:rune:0, Black Rune
arsmagica2:rune:1, Blank Rune
arsmagica2:rune:2, Blue Rune
arsmagica2:rune:3, Brown Rune
arsmagica2:rune:4, Cyan Rune
arsmagica2:rune:5, Gray Rune
arsmagica2:rune:6, Green Rune
arsmagica2:rune:7, Light Blue Rune
arsmagica2:rune:8, Light Gray Rune
arsmagica2:rune:9, Lime Rune
arsmagica2:rune:10, Magenta Rune
arsmagica2:rune:11, Orange Rune
arsmagica2:rune:12, Pink Rune
arsmagica2:rune:13, Purple Rune
arsmagica2:rune:14, Red Rune
arsmagica2:rune:15, White Rune
arsmagica2:rune:16, Yellow Rune
arsmagica2:rune:17, Infinity Orb
arsmagica2:rune:18, Infinity Orb
arsmagica2:rune:19, Infinity Orb
arsmagica2:rune:20, Rune of Debugging
arsmagica2:lesserFocus, Lesser Focus
arsmagica2:standardFocus, Standard Focus
arsmagica2:greaterFocus, Greater Focus
arsmagica2:manaFocus, Mana Focus
arsmagica2:chargeFocus, Charge Focus
arsmagica2:playerFocus, Player Focus
arsmagica2:mobFocus, Monster Focus
arsmagica2:itemFocus, Item Focus
arsmagica2:creatureFocus, Creature Focus
arsmagica2:blueChalk, Wizard's Chalk
arsmagica2:manaCake, Mana Cake
arsmagica2:keystone, Keystone
arsmagica2:bookAffinity:0, Affinity Tome: NONE
arsmagica2:bookAffinity:1, Affinity Tome: ARCANE
arsmagica2:bookAffinity:2, Affinity Tome: WATER
arsmagica2:bookAffinity:3, Affinity Tome: FIRE
arsmagica2:bookAffinity:4, Affinity Tome: EARTH
arsmagica2:bookAffinity:5, Affinity Tome: AIR
arsmagica2:bookAffinity:6, Affinity Tome: LIGHTNING
arsmagica2:bookAffinity:7, Affinity Tome: ICE
arsmagica2:bookAffinity:8, Affinity Tome: NATURE
arsmagica2:bookAffinity:9, Affinity Tome: LIFE
arsmagica2:bookAffinity:10, Affinity Tome: ENDER
arsmagica2:lesserManaPotion, Lesser Mana Potion
arsmagica2:standardManaPotion, Standard Mana Potion
arsmagica2:greaterManaPotion, Greater Mana Potion
arsmagica2:epicManaPotion, Epic Mana Potion
arsmagica2:legendaryManaPotion, Legendary Mana Potion
arsmagica2:manaPotionBundle:3, Lesser Mana Potion Bundle
arsmagica2:manaPotionBundle:259, Standard Mana Potion Bundle
arsmagica2:manaPotionBundle:515, Greater Mana Potion Bundle
arsmagica2:manaPotionBundle:771, Epic Mana Potion Bundle
arsmagica2:manaPotionBundle:1027, Legendary Mana Potion Bundle
arsmagica2:mageHood, Mage Hood
arsmagica2:mageArmor, Mage Robes
arsmagica2:mageLeggings, Mage Leggings
arsmagica2:mageBoots, Mage Boots
arsmagica2:battlemageHood, Battlemage Circlet
arsmagica2:battlemageArmor, Battlemage Armor
arsmagica2:battlemageLeggings, Battlemage Leggings
arsmagica2:battlemageBoots, Battlemage Boots
arsmagica2:BoundHoeNor, Bound Hoe
arsmagica2:BoundShovelNor, Bound Shovel
arsmagica2:BoundAxeNor, Bound Axe
arsmagica2:BoundPickaxeNor, Bound Pickaxe
arsmagica2:BoundSwordNor, Bound Sword
arsmagica2:AMSpawnEgg:0, Spawn Mana Creeper
arsmagica2:AMSpawnEgg:1, Spawn Dryad
arsmagica2:AMSpawnEgg:2, Spawn Hecate
arsmagica2:AMSpawnEgg:3, Spawn Mage Villager
arsmagica2:AMSpawnEgg:4, Spawn Mana Elemental
arsmagica2:AMSpawnEgg:5, Spawn Water Elemental
arsmagica2:AMSpawnEgg:6, Spawn Light Mage
arsmagica2:AMSpawnEgg:7, Spawn Dark Mage
arsmagica2:AMSpawnEgg:8, Spawn Hell Cow
arsmagica2:AMSpawnEgg:9, Spawn Flicker
arsmagica2:AMSpawnEgg:10, Spawn Earth Elemental
arsmagica2:AMSpawnEgg:11, Spawn Fire Elemental
arsmagica2:AMSpawnEgg:12, Spawn Darkling
arsmagica2:AMSpawnEgg:13, Spawn Nature Guardian
arsmagica2:AMSpawnEgg:14, Spawn Arcane Guardian
arsmagica2:AMSpawnEgg:15, Spawn Earth Guardian
arsmagica2:AMSpawnEgg:16, Spawn Water Guardian
arsmagica2:AMSpawnEgg:17, Spawn Winter Guardian
arsmagica2:AMSpawnEgg:18, Spawn Air Guardian
arsmagica2:AMSpawnEgg:19, Spawn Fire Guardian
arsmagica2:AMSpawnEgg:20, Spawn Life Guardian
arsmagica2:AMSpawnEgg:21, Spawn Lightning Guardian
arsmagica2:AMSpawnEgg:22, Spawn Ender Guardian
arsmagica2:deficitCrystal, Deficit Crystal
arsmagica2:crystal_wrench, Crystal Wrench
arsmagica2:ArcaneCompendium, Arcane Compendium
arsmagica2:SpellComponent, item.null.name
arsmagica2:Crystal Phylactery, Crystal Phylactery
arsmagica2:liquidEssenceBucket, Bucket of Liquid Etherium
arsmagica2:natureScythe, §6Nature's Scythe§f
arsmagica2:magitechStaff, Magitech's Staff
arsmagica2:liquidEssenceBottle, Infused Etherium Potion
arsmagica2:bindingCatalyst:0, Binding Catalyst: Pickaxe
arsmagica2:bindingCatalyst:1, Binding Catalyst: Axe
arsmagica2:bindingCatalyst:3, Binding Catalyst: Shovel
arsmagica2:bindingCatalyst:2, Binding Catalyst: Sword
arsmagica2:bindingCatalyst:4, Binding Catalyst: Hoe
arsmagica2:evilBook, Evil-Looking Book
arsmagica2:woodenLeg, Wooden Leg
arsmagica2:cowHorn, Hell Cow's Horn
arsmagica2:magicBroom, Magic Broom
arsmagica2:arcane_spellbook, item.arsmagica2:arcane_spellbook.name
arsmagica2:winter_arm, §6Winter's Grasp§f
arsmagica2:air_sled, §6Air Sled§f
arsmagica2:earth_armor, §6Earth Armor§f
arsmagica2:water_orbs, §6Water Orbs§f
arsmagica2:fire_ears, §6Antenna of the Fire Guardian§f
arsmagica2:workbenchUpgrade, Magician's Workbench Upgrade: Crafting
arsmagica2:keystoneDoorPlacer:0, Keystone Door
arsmagica2:keystoneDoorPlacer:1, Spell-Sealed Door
arsmagica2:enderBoots, §6Ender Boots§f
arsmagica2:wardingCandle:0, Warding Candle (Unattuned)
arsmagica2:magitechGoggles, Magitech Goggles
arsmagica2:flickerJar:0, Empty Flicker Jar
arsmagica2:flickerJar:1, Arcane Flicker Jar
arsmagica2:flickerJar:2, Water Flicker Jar
arsmagica2:flickerJar:3, Fire Flicker Jar
arsmagica2:flickerJar:4, Earth Flicker Jar
arsmagica2:flickerJar:5, Air Flicker Jar
arsmagica2:flickerJar:6, Lightning Flicker Jar
arsmagica2:flickerJar:7, Ice Flicker Jar
arsmagica2:flickerJar:8, Nature Flicker Jar
arsmagica2:flickerJar:9, Life Flicker Jar
arsmagica2:flickerJar:10, Ender Flicker Jar
arsmagica2:runeBag, Rune Bag
arsmagica2:lightningCharm, §6Lightning Charm§f
arsmagica2:lifeWard, §6Life Ward§f
arsmagica2:playerjournal, Journal
arsmagica2:manaMartini, Mana Martini
arsmagica2:inscriptionUpgrade:0, Inscription Table Tier 1 Upgrade
arsmagica2:inscriptionUpgrade:1, Inscription Table Tier 2 Upgrade
arsmagica2:inscriptionUpgrade:2, Inscription Table Tier 3 Upgrade
AgriCraft:seedPotato, Potato Seeds
AgriCraft:seedCarrot, Carrot Seeds
AgriCraft:seedSugarcane, Sugarcane Seeds
AgriCraft:seedDandelion, Dandelion Seeds
AgriCraft:seedPoppy, Poppy Seeds
AgriCraft:seedOrchid, Blue Orchid Seeds
AgriCraft:seedAllium, Allium Seeds
AgriCraft:seedTulipRed, Red Tulip Seeds
AgriCraft:seedTulipOrange, Orange Tulip Seeds
AgriCraft:seedTulipWhite, White Tulip Seeds
AgriCraft:seedTulipPink, Pink Tulip Seeds
AgriCraft:seedDaisy, Daisy Seeds
AgriCraft:seedCactus, Cactus Seeds
AgriCraft:seedShroomRed, Red Mushroom Spores
AgriCraft:seedShroomBrown, Brown Mushroom Spores
AgriCraft:cropsItem, Crop Sticks
AgriCraft:journal, Agricultural Journal
AgriCraft:magnifyingGlass, Magnifying Glass
AgriCraft:debugger, Debugger
AgriCraft:trowel, Gardening Trowel
AgriCraft:handRake:0, Wooden Hand Rake
AgriCraft:handRake:1, Iron Hand Rake
AgriCraft:clipper, Clipper
AgriCraft:clipping, Clipping
appliedenergistics2:item.ToolCertusQuartzWrench, Certus Quartz Wrench
appliedenergistics2:item.ToolCertusQuartzCuttingKnife, Certus Quartz Cutting Knife
appliedenergistics2:item.ToolNetherQuartzWrench, Nether Quartz Wrench
appliedenergistics2:item.ToolNetherQuartzCuttingKnife, Nether Quartz Cutting Knife
appliedenergistics2:item.ToolEntropyManipulator, Entropy Manipulator
appliedenergistics2:item.ToolWirelessTerminal, Wireless Terminal
appliedenergistics2:item.ToolBiometricCard, Biometric Card
appliedenergistics2:item.ToolChargedStaff, Charged Staff
appliedenergistics2:item.ToolMassCannon, Matter Cannon
appliedenergistics2:item.ToolMemoryCard, Memory Card
appliedenergistics2:item.ToolNetworkTool, Network Tool
appliedenergistics2:item.ToolPortableCell, Portable Cell
appliedenergistics2:item.ItemCreativeStorageCell, Creative ME Storage Cell
appliedenergistics2:item.ItemViewCell, View Cell
appliedenergistics2:item.ItemBasicStorageCell.1k, 1k ME Storage Cell
appliedenergistics2:item.ItemBasicStorageCell.4k, 4k ME Storage Cell
appliedenergistics2:item.ItemBasicStorageCell.16k, 16k ME Storage Cell
appliedenergistics2:item.ItemBasicStorageCell.64k, 64k ME Storage Cell
appliedenergistics2:item.ItemSpatialStorageCell.2Cubed, 2³ Spatial Storage Cell
appliedenergistics2:item.ItemSpatialStorageCell.16Cubed, 16³ Spatial Storage Cell
appliedenergistics2:item.ItemSpatialStorageCell.128Cubed, 128³ Spatial Storage Cell
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Podzol
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oak Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Spruce Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Birch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jungle Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Oak Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bedrock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coal Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Spruce Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Birch Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jungle Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sponge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Lazuli Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Gold
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Iron
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - TNT
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Moss Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Diamond
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Netherrack
appliedenergistics2:item.ItemFacade:0, Cable Facade - Soul Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glowstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mushroom
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mushroom
appliedenergistics2:item.ItemFacade:0, Cable Facade - Melon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Emerald Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Emerald
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Redstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Quartz Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Oak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hay Bale
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hardened Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Coal
appliedenergistics2:item.ItemFacade:0, Cable Facade - Packed Ice
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Certus Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluix Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Small Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Block Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Brick Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Small Brick Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluix Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Certus Quartz Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Pillar Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.buildToolBlock.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mud
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quicksand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dried Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Limestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Siltstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Siltstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shale
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Shale
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ash Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Flesh
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ash Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hardened Ice
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mud Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Loamy Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coarse Loamy Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandy Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coarse Sandy Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silty Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coarse Silty Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sacred Oak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cherry Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fir Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ethereal Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magic Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mangrove Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palm Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dead Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Giant Flower Stem
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pine Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hellbark Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jacaranda Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mahogany Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hardened Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hardened Dirt
